time,theta
0.00000,0.00000
0.00250,-2.74658
0.00500,-2.74658
0.00750,-2.74658
0.01000,-2.74658
0.01250,-2.74658
0.01500,-2.74658
0.01750,-2.74658
0.02000,-2.74658
0.02250,-2.74658
0.02500,-2.72460
0.02750,-2.72460
0.03000,-2.72460
0.03250,-2.72460
0.03500,-2.72460
0.03750,-2.70263
0.04000,-2.70263
0.04250,-2.70263
0.04500,-2.70263
0.04750,-2.70263
0.05000,-2.70263
0.05250,-2.68066
0.05500,-2.68066
0.05750,-2.68066
0.06000,-2.68066
0.06250,-2.68066
0.06500,-2.68066
0.06750,-2.68066
0.07000,-2.68066
0.07250,-2.65869
0.07500,-2.65869
0.07750,-2.65869
0.08000,-2.63671
0.08250,-2.63671
0.08500,-2.63671
0.08750,-2.63671
0.09000,-2.63671
0.09250,-2.63671
0.09500,-2.61474
0.09750,-2.61474
0.10000,-2.59277
0.10250,-2.59277
0.10500,-2.59277
0.10750,-2.59277
0.11000,-2.57080
0.11250,-2.57080
0.11500,-2.54882
0.11750,-2.54882
0.12000,-2.54882
0.12250,-2.54882
0.12500,-2.52685
0.12750,-2.52685
0.13000,-2.50488
0.13250,-2.50488
0.13500,-2.50488
0.13750,-2.50488
0.14000,-2.48291
0.14250,-2.48291
0.14500,-2.46093
0.14750,-2.46093
0.15000,-2.43896
0.15250,-2.43896
0.15500,-2.43896
0.15750,-2.43896
0.16000,-2.39502
0.16250,-2.39502
0.16500,-2.39502
0.16750,-2.39502
0.17000,-2.37304
0.17250,-2.37304
0.17500,-2.35107
0.17750,-2.35107
0.18000,-2.32910
0.18250,-2.32910
0.18500,-2.28515
0.18750,-2.28515
0.19000,-2.28515
0.19250,-2.28515
0.19500,-2.24121
0.19750,-2.24121
0.20000,-2.21923
0.20250,-2.19726
0.20500,-2.19726
0.20750,-2.17529
0.21000,-2.17529
0.21250,-2.15332
0.21500,-2.15332
0.21750,-2.10937
0.22000,-2.10937
0.22250,-2.08740
0.22500,-2.08740
0.22750,-2.06543
0.23000,-2.06543
0.23250,-2.02148
0.23500,-2.02148
0.23750,-1.99951
0.24000,-1.99951
0.24250,-1.97753
0.24500,-1.97753
0.24750,-1.93359
0.25000,-1.93359
0.25250,-1.91162
0.25500,-1.91162
0.25750,-1.86767
0.26000,-1.86767
0.26250,-1.82373
0.26500,-1.82373
0.26750,-1.80175
0.27000,-1.80175
0.27250,-1.75781
0.27500,-1.75781
0.27750,-1.73584
0.28000,-1.73584
0.28250,-1.69189
0.28500,-1.69189
0.28750,-1.64794
0.29000,-1.64794
0.29250,-1.62597
0.29500,-1.62597
0.29750,-1.58203
0.30000,-1.58203
0.30250,-1.53808
0.30500,-1.53808
0.30750,-1.51611
0.31000,-1.51611
0.31250,-1.47216
0.31500,-1.47216
0.31750,-1.42822
0.32000,-1.42822
0.32250,-1.38427
0.32500,-1.38427
0.32750,-1.34033
0.33000,-1.34033
0.33250,-1.31835
0.33500,-1.31835
0.33750,-1.27441
0.34000,-1.27441
0.34250,-1.23046
0.34500,-1.23046
0.34750,-1.18652
0.35000,-1.18652
0.35250,-1.14257
0.35500,-1.14257
0.35750,-1.09863
0.36000,-1.09863
0.36250,-1.05468
0.36500,-1.05468
0.36750,-1.01074
0.37000,-0.96679
0.37250,-0.96679
0.37500,-0.92285
0.37750,-0.92285
0.38000,-0.87890
0.38250,-0.87890
0.38500,-0.83496
0.38750,-0.83496
0.39000,-0.79101
0.39250,-0.79101
0.39500,-0.74707
0.39750,-0.74707
0.40000,-0.70312
0.40250,-0.70312
0.40500,-0.65918
0.40750,-0.65918
0.41000,-0.61523
0.41250,-0.61523
0.41500,-0.57128
0.41750,-0.57128
0.42000,-0.52734
0.42250,-0.52734
0.42500,-0.48339
0.42750,-0.48339
0.43000,-0.43945
0.43250,-0.43945
0.43500,-0.39550
0.43750,-0.39550
0.44000,-0.35156
0.44250,-0.35156
0.44500,-0.30761
0.44750,-0.30761
0.45000,-0.24169
0.45250,-0.24169
0.45500,-0.21972
0.45750,-0.21972
0.46000,-0.15380
0.46250,-0.15380
0.46500,-0.10986
0.46750,-0.10986
0.47000,-0.06591
0.47250,-0.06591
0.47500,-0.02197
0.47750,-0.02197
0.48000,0.02198
0.48250,0.02198
0.48500,0.06592
0.48750,0.06592
0.49000,0.13184
0.49250,0.13184
0.49500,0.17579
0.49750,0.19776
0.50000,0.19776
0.50250,0.26368
0.50500,0.26368
0.50750,0.30762
0.51000,0.30762
0.51250,0.35157
0.51500,0.35157
0.51750,0.39551
