time,theta
0.00000,0.00000
0.00250,-2.87841
0.00500,-2.87841
0.00750,-2.85644
0.01000,-2.85644
0.01250,-2.85644
0.01500,-2.85644
0.01750,-2.85644
0.02000,-2.85644
0.02250,-2.83447
0.02500,-2.83447
0.02750,-2.83447
0.03000,-2.83447
0.03250,-2.81250
0.03500,-2.81250
0.03750,-2.81250
0.04000,-2.81250
0.04250,-2.81250
0.04500,-2.81250
0.04750,-2.79052
0.05000,-2.79052
0.05250,-2.79052
0.05500,-2.79052
0.05750,-2.79052
0.06000,-2.79052
0.06250,-2.76855
0.06500,-2.76855
0.06750,-2.76855
0.07000,-2.76855
0.07250,-2.74658
0.07500,-2.74658
0.07750,-2.74658
0.08000,-2.74658
0.08250,-2.72460
0.08500,-2.72460
0.08750,-2.72460
0.09000,-2.72460
0.09250,-2.72460
0.09500,-2.70263
0.09750,-2.70263
0.10000,-2.70263
0.10250,-2.70263
0.10500,-2.68066
0.10750,-2.68066
0.11000,-2.68066
0.11250,-2.68066
0.11500,-2.65869
0.11750,-2.65869
0.12000,-2.63671
0.12250,-2.63671
0.12500,-2.63671
0.12750,-2.63671
0.13000,-2.61474
0.13250,-2.61474
0.13500,-2.59277
0.13750,-2.59277
0.14000,-2.59277
0.14250,-2.59277
0.14500,-2.57080
0.14750,-2.57080
0.15000,-2.54882
0.15250,-2.54882
0.15500,-2.52685
0.15750,-2.52685
0.16000,-2.50488
0.16250,-2.50488
0.16500,-2.50488
0.16750,-2.50488
0.17000,-2.48291
0.17250,-2.48291
0.17500,-2.46093
0.17750,-2.46093
0.18000,-2.43896
0.18250,-2.43896
0.18500,-2.41699
0.18750,-2.41699
0.19000,-2.39502
0.19250,-2.39502
0.19500,-2.37304
0.19750,-2.37304
0.20000,-2.35107
0.20250,-2.35107
0.20500,-2.32910
0.20750,-2.30712
0.21000,-2.30712
0.21250,-2.28515
0.21500,-2.28515
0.21750,-2.26318
0.22000,-2.26318
0.22250,-2.21923
0.22500,-2.21923
0.22750,-2.19726
0.23000,-2.19726
0.23250,-2.17529
0.23500,-2.17529
0.23750,-2.15332
0.24000,-2.15332
0.24250,-2.13134
0.24500,-2.13134
0.24750,-2.10937
0.25000,-2.10937
0.25250,-2.06543
0.25500,-2.06543
0.25750,-2.04345
0.26000,-2.04345
0.26250,-2.02148
0.26500,-2.02148
0.26750,-1.97753
0.27000,-1.97753
0.27250,-1.95556
0.27500,-1.95556
0.27750,-1.91162
0.28000,-1.91162
0.28250,-1.88964
0.28500,-1.88964
0.28750,-1.84570
0.29000,-1.84570
0.29250,-1.82373
0.29500,-1.82373
0.29750,-1.77978
0.30000,-1.77978
0.30250,-1.75781
0.30500,-1.75781
0.30750,-1.71386
0.31000,-1.71386
0.31250,-1.69189
0.31500,-1.69189
0.31750,-1.64794
0.32000,-1.64794
0.32250,-1.60400
0.32500,-1.60400
0.32750,-1.58203
0.33000,-1.58203
0.33250,-1.53808
0.33500,-1.51611
0.33750,-1.51611
0.34000,-1.47216
0.34250,-1.47216
0.34500,-1.42822
0.34750,-1.42822
0.35000,-1.38427
0.35250,-1.38427
0.35500,-1.34033
0.35750,-1.34033
0.36000,-1.29638
0.36250,-1.29638
0.36500,-1.27441
0.36750,-1.27441
0.37000,-1.27441
0.37250,-1.23046
0.37500,-1.18652
0.37750,-1.18652
0.38000,-1.14257
0.38250,-1.14257
0.38500,-1.09863
0.38750,-1.09863
0.39000,-1.07666
0.39250,-1.07666
0.39500,-1.03271
0.39750,-1.03271
0.40000,-0.98877
0.40250,-0.98877
0.40500,-0.94482
0.40750,-0.94482
0.41000,-0.90087
0.41250,-0.90087
0.41500,-0.85693
0.41750,-0.85693
0.42000,-0.81298
0.42250,-0.81298
0.42500,-0.76904
0.42750,-0.76904
0.43000,-0.72509
0.43250,-0.72509
0.43500,-0.68115
0.43750,-0.68115
0.44000,-0.63720
0.44250,-0.63720
0.44500,-0.59326
0.44750,-0.59326
0.45000,-0.54931
0.45250,-0.54931
0.45500,-0.50537
0.45750,-0.48339
0.46000,-0.48339
0.46250,-0.41748
0.46500,-0.41748
0.46750,-0.37353
0.47000,-0.37353
0.47250,-0.32959
0.47500,-0.32959
0.47750,-0.28564
0.48000,-0.28564
0.48250,-0.24169
0.48500,-0.24169
0.48750,-0.19775
0.49000,-0.19775
0.49250,-0.15380
0.49500,-0.15380
0.49750,-0.10986
0.50000,-0.10986
0.50250,-0.06591
0.50500,-0.06591
0.50750,-0.04394
0.51000,-0.04394
0.51250,0.02198
0.51500,0.02198
0.51750,0.04395
0.52000,0.04395
0.52250,0.08790
0.52500,0.08790
0.52750,0.13184
0.53000,0.13184
0.53250,0.17579
0.53500,0.17579
0.53750,0.21973
0.54000,0.21973
0.54250,0.26368
0.54500,0.26368
0.54750,0.30762
0.55000,0.30762
0.55250,0.35157
0.55500,0.35157
0.55750,0.39551
0.56000,0.39551
0.56250,0.43946
0.56500,0.43946
0.56750,0.48340
0.57000,0.48340
0.57250,0.50538
0.57500,0.50538
0.57750,0.54932
0.58000,0.54932
0.58250,0.59327
0.58500,0.59327
0.58750,0.61524
0.59000,0.61524
0.59250,0.65918
0.59500,0.65918
0.59750,0.70313
0.60000,0.70313
0.60250,0.74707
0.60500,0.74707
0.60750,0.76905
0.61000,0.76905
0.61250,0.81299
0.61500,0.81299
0.61750,0.83497
0.62000,0.83497
0.62250,0.87891
0.62500,0.90088
0.62750,0.90088
0.63000,0.94483
0.63250,0.94483
0.63500,0.98877
0.63750,0.98877
0.64000,1.01075
0.64250,1.01075
0.64500,1.03272
0.64750,1.03272
0.65000,1.07666
0.65250,1.07666
0.65500,1.09864
0.65750,1.09864
0.66000,1.14258
0.66250,1.14258
0.66500,1.16456
0.66750,1.16456
0.67000,1.18653
0.67250,1.18653
0.67500,1.20850
0.67750,1.20850
0.68000,1.25245
0.68250,1.25245
0.68500,1.27442
0.68750,1.27442
0.69000,1.29639
0.69250,1.29639
0.69500,1.31836
0.69750,1.31836
0.70000,1.34034
0.70250,1.34034
0.70500,1.36231
0.70750,1.36231
0.71000,1.38428
0.71250,1.38428
0.71500,1.40625
0.71750,1.40625
0.72000,1.42823
0.72250,1.42823
0.72500,1.45020
0.72750,1.45020
0.73000,1.47217
0.73250,1.47217
0.73500,1.49415
0.73750,1.49415
0.74000,1.51612
0.74250,1.51612
0.74500,1.53809
0.74750,1.53809
0.75000,1.56006
0.75250,1.56006
0.75500,1.56006
0.75750,1.58204
0.76000,1.58204
0.76250,1.58204
0.76500,1.58204
0.76750,1.60401
0.77000,1.60401
0.77250,1.60401
0.77500,1.60401
0.77750,1.62598
0.78000,1.62598
0.78250,1.62598
0.78500,1.62598
0.78750,1.62598
0.79000,1.62598
0.79250,1.64795
0.79500,1.64795
0.79750,1.64795
0.80000,1.64795
0.80250,1.66993
0.80500,1.66993
0.80750,1.66993
0.81000,1.66993
0.81250,1.64795
0.81500,1.64795
0.81750,1.66993
0.82000,1.66993
0.82250,1.66993
0.82500,1.66993
0.82750,1.66993
0.83000,1.66993
0.83250,1.66993
0.83500,1.66993
0.83750,1.66993
0.84000,1.66993
0.84250,1.66993
0.84500,1.66993
0.84750,1.66993
0.85000,1.66993
0.85250,1.64795
0.85500,1.64795
0.85750,1.64795
0.86000,1.64795
0.86250,1.64795
0.86500,1.64795
0.86750,1.64795
0.87000,1.64795
0.87250,1.62598
0.87500,1.62598
0.87750,1.60401
0.88000,1.60401
0.88250,1.60401
0.88500,1.60401
0.88750,1.60401
0.89000,1.60401
0.89250,1.58204
0.89500,1.58204
0.89750,1.56006
0.90000,1.56006
0.90250,1.53809
0.90500,1.53809
0.90750,1.53809
0.91000,1.53809
0.91250,1.51612
0.91500,1.51612
0.91750,1.49415
0.92000,1.47217
0.92250,1.47217
0.92500,1.45020
0.92750,1.45020
0.93000,1.42823
0.93250,1.42823
0.93500,1.40625
0.93750,1.40625
0.94000,1.38428
0.94250,1.38428
0.94500,1.36231
0.94750,1.36231
0.95000,1.31836
0.95250,1.31836
0.95500,1.29639
0.95750,1.29639
0.96000,1.27442
0.96250,1.27442
0.96500,1.25245
0.96750,1.25245
0.97000,1.20850
0.97250,1.20850
0.97500,1.18653
0.97750,1.18653
0.98000,1.16456
0.98250,1.16456
0.98500,1.12061
0.98750,1.12061
0.99000,1.07666
0.99250,1.07666
0.99500,1.05469
0.99750,1.05469
1.00000,1.01075
1.00250,0.98877
1.00500,0.98877
1.00750,0.94483
1.01000,0.94483
1.01250,0.92286
1.01500,0.92286
1.01750,0.87891
1.02000,0.87891
1.02250,0.83497
1.02500,0.83497
1.02750,0.79102
1.03000,0.79102
1.03250,0.74707
1.03500,0.74707
1.03750,0.72510
1.04000,0.72510
1.04250,0.68116
1.04500,0.68116
1.04750,0.61524
1.05000,0.61524
1.05250,0.57129
1.05500,0.57129
1.05750,0.52735
1.06000,0.52735
1.06250,0.50538
1.06500,0.50538
1.06750,0.50538
1.07000,0.43946
1.07250,0.43946
1.07500,0.39551
1.07750,0.39551
1.08000,0.35157
1.08250,0.35157
1.08500,0.30762
1.08750,0.26368
1.09000,0.26368
1.09250,0.21973
1.09500,0.21973
1.09750,0.15381
1.10000,0.15381
1.10250,0.10987
1.10500,0.10987
1.10750,0.06592
1.11000,0.06592
1.11250,0.00000
1.11500,0.00000
1.11750,-0.04394
1.12000,-0.04394
