time,theta
0.00000,0.00000
0.00250,-2.54882
0.00500,-2.54882
0.00750,-2.54882
0.01000,-2.54882
0.01250,-2.54882
0.01500,-2.54882
0.01750,-2.54882
0.02000,-2.52685
0.02250,-2.52685
0.02500,-2.52685
0.02750,-2.50488
0.03000,-2.50488
0.03250,-2.52685
0.03500,-2.52685
0.03750,-2.50488
0.04000,-2.50488
0.04250,-2.50488
0.04500,-2.50488
0.04750,-2.50488
0.05000,-2.50488
0.05250,-2.48291
0.05500,-2.48291
0.05750,-2.48291
0.06000,-2.48291
0.06250,-2.48291
0.06500,-2.48291
0.06750,-2.46093
0.07000,-2.46093
0.07250,-2.46093
0.07500,-2.46093
0.07750,-2.46093
0.08000,-2.46093
0.08250,-2.46093
0.08500,-2.46093
0.08750,-2.43896
0.09000,-2.43896
0.09250,-2.43896
0.09500,-2.43896
0.09750,-2.41699
0.10000,-2.41699
0.10250,-2.41699
0.10500,-2.41699
0.10750,-2.41699
0.11000,-2.41699
0.11250,-2.39502
0.11500,-2.39502
0.11750,-2.39502
0.12000,-2.39502
0.12250,-2.39502
0.12500,-2.39502
0.12750,-2.37304
0.13000,-2.37304
0.13250,-2.37304
0.13500,-2.37304
0.13750,-2.35107
0.14000,-2.35107
0.14250,-2.32910
0.14500,-2.32910
0.14750,-2.32910
0.15000,-2.32910
0.15250,-2.32910
0.15500,-2.32910
0.15750,-2.30712
0.16000,-2.30712
0.16250,-2.30712
0.16500,-2.30712
0.16750,-2.28515
0.17000,-2.28515
0.17250,-2.28515
0.17500,-2.28515
0.17750,-2.26318
0.18000,-2.26318
0.18250,-2.26318
0.18500,-2.26318
0.18750,-2.26318
0.19000,-2.26318
0.19250,-2.24121
0.19500,-2.24121
0.19750,-2.24121
0.20000,-2.21923
0.20250,-2.21923
0.20500,-2.21923
0.20750,-2.21923
0.21000,-2.19726
0.21250,-2.19726
0.21500,-2.17529
0.21750,-2.17529
0.22000,-2.17529
0.22250,-2.17529
0.22500,-2.17529
0.22750,-2.17529
0.23000,-2.15332
0.23250,-2.15332
0.23500,-2.15332
0.23750,-2.15332
0.24000,-2.13134
0.24250,-2.13134
0.24500,-2.13134
0.24750,-2.13134
0.25000,-2.10937
0.25250,-2.10937
0.25500,-2.10937
0.25750,-2.10937
0.26000,-2.08740
0.26250,-2.08740
0.26500,-2.08740
0.26750,-2.08740
0.27000,-2.06543
0.27250,-2.06543
0.27500,-2.06543
0.27750,-2.04345
0.28000,-2.04345
0.28250,-2.04345
0.28500,-2.04345
0.28750,-2.02148
0.29000,-2.02148
0.29250,-2.02148
0.29500,-2.02148
0.29750,-2.02148
0.30000,-1.99951
0.30250,-1.99951
0.30500,-1.97753
0.30750,-1.97753
0.31000,-1.97753
0.31250,-1.97753
0.31500,-1.95556
0.31750,-1.95556
0.32000,-1.95556
0.32250,-1.93359
0.32500,-1.93359
0.32750,-1.93359
0.33000,-1.93359
0.33250,-1.91162
0.33500,-1.91162
0.33750,-1.91162
0.34000,-1.91162
0.34250,-1.88964
0.34500,-1.88964
0.34750,-1.86767
0.35000,-1.86767
0.35250,-1.86767
0.35500,-1.86767
0.35750,-1.84570
0.36000,-1.84570
0.36250,-1.84570
0.36500,-1.84570
0.36750,-1.82373
0.37000,-1.82373
0.37250,-1.82373
0.37500,-1.82373
0.37750,-1.80175
0.38000,-1.80175
0.38250,-1.80175
0.38500,-1.80175
0.38750,-1.77978
0.39000,-1.77978
0.39250,-1.75781
0.39500,-1.75781
0.39750,-1.75781
0.40000,-1.75781
0.40250,-1.73584
0.40500,-1.73584
0.40750,-1.73584
0.41000,-1.73584
0.41250,-1.71386
0.41500,-1.71386
0.41750,-1.71386
0.42000,-1.71386
0.42250,-1.69189
0.42500,-1.69189
0.42750,-1.69189
0.43000,-1.69189
0.43250,-1.66992
0.43500,-1.66992
0.43750,-1.64794
0.44000,-1.64794
0.44250,-1.64794
0.44500,-1.62597
0.44750,-1.62597
0.45000,-1.62597
0.45250,-1.62597
0.45500,-1.60400
0.45750,-1.60400
0.46000,-1.58203
0.46250,-1.58203
0.46500,-1.58203
0.46750,-1.58203
0.47000,-1.56005
0.47250,-1.56005
0.47500,-1.56005
0.47750,-1.56005
0.48000,-1.56005
0.48250,-1.56005
0.48500,-1.53808
0.48750,-1.53808
0.49000,-1.53808
0.49250,-1.53808
0.49500,-1.51611
0.49750,-1.51611
0.50000,-1.49414
0.50250,-1.49414
0.50500,-1.49414
0.50750,-1.49414
0.51000,-1.47216
0.51250,-1.47216
0.51500,-1.47216
0.51750,-1.47216
0.52000,-1.45019
0.52250,-1.45019
0.52500,-1.45019
0.52750,-1.45019
0.53000,-1.42822
0.53250,-1.42822
0.53500,-1.42822
0.53750,-1.42822
0.54000,-1.40625
0.54250,-1.40625
0.54500,-1.40625
0.54750,-1.40625
0.55000,-1.38427
0.55250,-1.38427
0.55500,-1.38427
0.55750,-1.38427
0.56000,-1.36230
0.56250,-1.36230
0.56500,-1.36230
0.56750,-1.36230
0.57000,-1.34033
0.57250,-1.34033
0.57500,-1.34033
0.57750,-1.34033
0.58000,-1.34033
0.58250,-1.31835
0.58500,-1.31835
0.58750,-1.31835
0.59000,-1.31835
0.59250,-1.29638
0.59500,-1.29638
0.59750,-1.29638
0.60000,-1.29638
0.60250,-1.29638
0.60500,-1.29638
0.60750,-1.27441
0.61000,-1.27441
0.61250,-1.25244
0.61500,-1.25244
0.61750,-1.25244
0.62000,-1.25244
0.62250,-1.23046
0.62500,-1.23046
0.62750,-1.23046
0.63000,-1.23046
0.63250,-1.23046
0.63500,-1.23046
0.63750,-1.20849
0.64000,-1.20849
0.64250,-1.20849
0.64500,-1.20849
0.64750,-1.20849
0.65000,-1.20849
0.65250,-1.18652
