time,theta
0.00000,0.00000
0.00250,-3.25195
0.00500,-3.22998
0.00750,-3.22998
0.01000,-3.20800
0.01250,-3.20800
0.01500,-3.18603
0.01750,-3.18603
0.02000,-3.16406
0.02250,-3.16406
0.02500,-3.14209
0.02750,-3.14209
0.03000,-3.14209
0.03250,-3.12011
0.03500,-3.12011
0.03750,-3.09814
0.04000,-3.09814
0.04250,-3.07617
0.04500,-3.07617
0.04750,-3.07617
0.05000,-3.05419
0.05250,-3.05419
0.05500,-3.05419
0.05750,-3.03222
0.06000,-3.01025
0.06250,-3.01025
0.06500,-2.98828
0.06750,-2.98828
0.07000,-2.96630
0.07250,-2.96630
0.07500,-2.94433
0.07750,-2.94433
0.08000,-2.92236
0.08250,-2.92236
0.08500,-2.90039
0.08750,-2.90039
0.09000,-2.87841
0.09250,-2.87841
0.09500,-2.85644
0.09750,-2.85644
0.10000,-2.83447
0.10250,-2.83447
0.10500,-2.81250
0.10750,-2.81250
0.11000,-2.79052
0.11250,-2.79052
0.11500,-2.74658
0.11750,-2.74658
0.12000,-2.72460
0.12250,-2.72460
0.12500,-2.70263
0.12750,-2.70263
0.13000,-2.68066
0.13250,-2.68066
0.13500,-2.63671
0.13750,-2.63671
0.14000,-2.61474
0.14250,-2.61474
0.14500,-2.59277
0.14750,-2.59277
0.15000,-2.54882
0.15250,-2.54882
0.15500,-2.52685
0.15750,-2.50488
0.16000,-2.50488
0.16250,-2.46093
0.16500,-2.46093
0.16750,-2.41699
0.17000,-2.41699
0.17250,-2.39502
0.17500,-2.39502
0.17750,-2.35107
0.18000,-2.35107
0.18250,-2.32910
0.18500,-2.32910
0.18750,-2.28515
0.19000,-2.28515
0.19250,-2.24121
0.19500,-2.24121
0.19750,-2.21923
0.20000,-2.21923
0.20250,-2.17529
0.20500,-2.17529
0.20750,-2.15332
0.21000,-2.15332
0.21250,-2.10937
0.21500,-2.10937
0.21750,-2.06543
0.22000,-2.06543
0.22250,-2.02148
0.22500,-2.02148
0.22750,-1.97753
0.23000,-1.97753
0.23250,-1.93359
0.23500,-1.93359
0.23750,-1.88964
0.24000,-1.88964
0.24250,-1.84570
0.24500,-1.84570
0.24750,-1.80175
0.25000,-1.75781
0.25250,-1.75781
0.25500,-1.71386
0.25750,-1.71386
0.26000,-1.66992
0.26250,-1.66992
0.26500,-1.62597
0.26750,-1.62597
0.27000,-1.56005
0.27250,-1.56005
0.27500,-1.51611
0.27750,-1.51611
0.28000,-1.47216
0.28250,-1.47216
0.28500,-1.42822
0.28750,-1.42822
0.29000,-1.38427
0.29250,-1.38427
0.29500,-1.31835
0.29750,-1.31835
0.30000,-1.27441
0.30250,-1.27441
0.30500,-1.23046
0.30750,-1.23046
0.31000,-1.18652
0.31250,-1.18652
0.31500,-1.12060
0.31750,-1.12060
0.32000,-1.07666
0.32250,-1.07666
0.32500,-1.03271
0.32750,-0.96679
0.33000,-0.96679
0.33250,-0.92285
0.33500,-0.92285
0.33750,-0.85693
0.34000,-0.85693
0.34250,-0.81298
0.34500,-0.81298
0.34750,-0.76904
0.35000,-0.76904
0.35250,-0.70312
0.35500,-0.70312
0.35750,-0.63720
0.36000,-0.63720
0.36250,-0.59326
0.36500,-0.59326
0.36750,-0.52734
0.37000,-0.52734
0.37250,-0.48339
0.37500,-0.48339
0.37750,-0.41748
0.38000,-0.41748
