time,theta
0.00000,0.00000
0.00250,-2.61474
0.00500,-2.61474
0.00750,-2.61474
0.01000,-2.61474
0.01250,-2.61474
0.01500,-2.61474
0.01750,-2.61474
0.02000,-2.61474
0.02250,-2.63671
0.02500,-2.63671
0.02750,-2.63671
0.03000,-2.63671
0.03250,-2.63671
0.03500,-2.63671
0.03750,-2.63671
0.04000,-2.63671
0.04250,-2.63671
0.04500,-2.63671
0.04750,-2.65869
0.05000,-2.65869
0.05250,-2.65869
0.05500,-2.65869
0.05750,-2.65869
0.06000,-2.65869
0.06250,-2.65869
0.06500,-2.65869
0.06750,-2.65869
0.07000,-2.68066
0.07250,-2.68066
0.07500,-2.68066
0.07750,-2.68066
0.08000,-2.68066
0.08250,-2.68066
0.08500,-2.68066
0.08750,-2.68066
0.09000,-2.68066
0.09250,-2.68066
0.09500,-2.70263
0.09750,-2.70263
0.10000,-2.70263
0.10250,-2.70263
0.10500,-2.70263
0.10750,-2.70263
0.11000,-2.70263
0.11250,-2.70263
0.11500,-2.72460
0.11750,-2.72460
0.12000,-2.72460
0.12250,-2.72460
0.12500,-2.72460
0.12750,-2.72460
0.13000,-2.74658
0.13250,-2.74658
0.13500,-2.74658
0.13750,-2.74658
0.14000,-2.74658
0.14250,-2.74658
0.14500,-2.74658
0.14750,-2.74658
0.15000,-2.74658
0.15250,-2.74658
0.15500,-2.76855
0.15750,-2.76855
0.16000,-2.76855
0.16250,-2.76855
0.16500,-2.76855
0.16750,-2.76855
0.17000,-2.76855
0.17250,-2.76855
0.17500,-2.76855
0.17750,-2.76855
0.18000,-2.79052
0.18250,-2.79052
0.18500,-2.79052
0.18750,-2.79052
0.19000,-2.79052
0.19250,-2.79052
0.19500,-2.79052
0.19750,-2.79052
0.20000,-2.79052
0.20250,-2.79052
0.20500,-2.79052
0.20750,-2.79052
0.21000,-2.79052
0.21250,-2.79052
0.21500,-2.79052
0.21750,-2.79052
0.22000,-2.79052
0.22250,-2.79052
0.22500,-2.79052
0.22750,-2.81250
0.23000,-2.81250
0.23250,-2.79052
0.23500,-2.79052
0.23750,-2.79052
0.24000,-2.79052
0.24250,-2.81250
0.24500,-2.81250
0.24750,-2.79052
0.25000,-2.79052
0.25250,-2.79052
0.25500,-2.79052
0.25750,-2.79052
0.26000,-2.79052
0.26250,-2.79052
0.26500,-2.79052
0.26750,-2.79052
0.27000,-2.79052
0.27250,-2.79052
0.27500,-2.79052
0.27750,-2.79052
0.28000,-2.79052
0.28250,-2.79052
0.28500,-2.79052
0.28750,-2.79052
0.29000,-2.79052
0.29250,-2.79052
0.29500,-2.79052
0.29750,-2.79052
0.30000,-2.79052
0.30250,-2.79052
0.30500,-2.79052
0.30750,-2.79052
0.31000,-2.76855
0.31250,-2.76855
0.31500,-2.79052
0.31750,-2.79052
0.32000,-2.76855
0.32250,-2.76855
0.32500,-2.76855
0.32750,-2.76855
0.33000,-2.76855
0.33250,-2.76855
0.33500,-2.76855
0.33750,-2.76855
0.34000,-2.76855
0.34250,-2.76855
0.34500,-2.76855
0.34750,-2.76855
0.35000,-2.76855
0.35250,-2.76855
0.35500,-2.76855
0.35750,-2.76855
0.36000,-2.76855
0.36250,-2.76855
0.36500,-2.76855
0.36750,-2.76855
0.37000,-2.76855
0.37250,-2.76855
0.37500,-2.76855
0.37750,-2.76855
0.38000,-2.76855
0.38250,-2.76855
0.38500,-2.74658
0.38750,-2.74658
0.39000,-2.76855
0.39250,-2.76855
0.39500,-2.74658
0.39750,-2.74658
0.40000,-2.76855
0.40250,-2.76855
0.40500,-2.76855
0.40750,-2.76855
0.41000,-2.74658
0.41250,-2.74658
0.41500,-2.74658
0.41750,-2.74658
0.42000,-2.74658
0.42250,-2.74658
0.42500,-2.74658
0.42750,-2.74658
0.43000,-2.74658
0.43250,-2.74658
0.43500,-2.74658
0.43750,-2.74658
0.44000,-2.74658
0.44250,-2.74658
0.44500,-2.74658
0.44750,-2.74658
0.45000,-2.74658
0.45250,-2.74658
0.45500,-2.74658
0.45750,-2.74658
0.46000,-2.74658
0.46250,-2.74658
0.46500,-2.74658
0.46750,-2.74658
0.47000,-2.74658
0.47250,-2.74658
0.47500,-2.74658
0.47750,-2.74658
0.48000,-2.74658
0.48250,-2.74658
0.48500,-2.74658
0.48750,-2.74658
0.49000,-2.74658
0.49250,-2.74658
0.49500,-2.74658
0.49750,-2.74658
0.50000,-2.74658
0.50250,-2.74658
0.50500,-2.74658
0.50750,-2.74658
0.51000,-2.74658
0.51250,-2.74658
0.51500,-2.74658
0.51750,-2.74658
0.52000,-2.74658
0.52250,-2.74658
0.52500,-2.74658
0.52750,-2.74658
0.53000,-2.74658
0.53250,-2.74658
0.53500,-2.74658
0.53750,-2.74658
0.54000,-2.74658
0.54250,-2.74658
0.54500,-2.74658
0.54750,-2.74658
0.55000,-2.74658
0.55250,-2.74658
0.55500,-2.74658
0.55750,-2.74658
0.56000,-2.74658
0.56250,-2.74658
0.56500,-2.74658
0.56750,-2.74658
0.57000,-2.74658
0.57250,-2.76855
0.57500,-2.76855
0.57750,-2.74658
0.58000,-2.74658
0.58250,-2.74658
0.58500,-2.74658
0.58750,-2.74658
0.59000,-2.74658
0.59250,-2.76855
0.59500,-2.76855
0.59750,-2.76855
0.60000,-2.76855
0.60250,-2.76855
0.60500,-2.76855
0.60750,-2.76855
0.61000,-2.76855
0.61250,-2.76855
0.61500,-2.76855
0.61750,-2.76855
0.62000,-2.76855
0.62250,-2.76855
0.62500,-2.76855
0.62750,-2.76855
0.63000,-2.79052
0.63250,-2.79052
0.63500,-2.79052
0.63750,-2.79052
0.64000,-2.79052
0.64250,-2.79052
0.64500,-2.79052
0.64750,-2.79052
0.65000,-2.79052
0.65250,-2.79052
0.65500,-2.79052
0.65750,-2.79052
0.66000,-2.79052
0.66250,-2.79052
0.66500,-2.79052
0.66750,-2.79052
0.67000,-2.81250
0.67250,-2.81250
0.67500,-2.81250
0.67750,-2.81250
0.68000,-2.81250
0.68250,-2.81250
0.68500,-2.81250
0.68750,-2.81250
0.69000,-2.81250
0.69250,-2.81250
0.69500,-2.81250
0.69750,-2.81250
0.70000,-2.81250
0.70250,-2.81250
0.70500,-2.83447
0.70750,-2.83447
0.71000,-2.83447
0.71250,-2.83447
0.71500,-2.83447
0.71750,-2.83447
0.72000,-2.83447
0.72250,-2.83447
0.72500,-2.83447
0.72750,-2.83447
0.73000,-2.83447
0.73250,-2.85644
0.73500,-2.85644
0.73750,-2.85644
0.74000,-2.85644
0.74250,-2.85644
0.74500,-2.85644
0.74750,-2.85644
0.75000,-2.85644
0.75250,-2.85644
0.75500,-2.85644
0.75750,-2.85644
0.76000,-2.87841
0.76250,-2.87841
0.76500,-2.87841
0.76750,-2.87841
0.77000,-2.87841
0.77250,-2.87841
0.77500,-2.87841
0.77750,-2.87841
0.78000,-2.87841
0.78250,-2.90039
0.78500,-2.90039
0.78750,-2.90039
0.79000,-2.90039
0.79250,-2.90039
0.79500,-2.90039
0.79750,-2.90039
0.80000,-2.90039
0.80250,-2.92236
0.80500,-2.92236
0.80750,-2.92236
0.81000,-2.92236
0.81250,-2.92236
0.81500,-2.92236
0.81750,-2.92236
0.82000,-2.92236
0.82250,-2.92236
0.82500,-2.92236
0.82750,-2.92236
0.83000,-2.92236
0.83250,-2.94433
0.83500,-2.94433
0.83750,-2.94433
0.84000,-2.94433
0.84250,-2.96630
0.84500,-2.96630
0.84750,-2.94433
0.85000,-2.96630
0.85250,-2.96630
0.85500,-2.96630
0.85750,-2.96630
0.86000,-2.96630
0.86250,-2.96630
0.86500,-2.98828
0.86750,-2.98828
0.87000,-2.98828
0.87250,-2.98828
0.87500,-2.98828
0.87750,-2.98828
0.88000,-3.01025
0.88250,-3.01025
0.88500,-3.01025
0.88750,-3.01025
0.89000,-3.01025
0.89250,-3.01025
0.89500,-3.01025
0.89750,-3.01025
0.90000,-3.03222
0.90250,-3.03222
0.90500,-3.03222
0.90750,-3.03222
0.91000,-3.03222
0.91250,-3.03222
0.91500,-3.05419
0.91750,-3.05419
0.92000,-3.05419
0.92250,-3.05419
0.92500,-3.05419
0.92750,-3.05419
0.93000,-3.05419
0.93250,-3.05419
0.93500,-3.05419
