time,theta
0.00000,0.00000
0.00250,-3.14209
0.00500,-3.14209
0.00750,-3.14209
0.01000,-3.14209
0.01250,-3.14209
0.01500,-3.14209
0.01750,-3.14209
0.02000,-3.14209
0.02250,-3.16406
0.02500,-3.16406
0.02750,-3.16406
0.03000,-3.16406
0.03250,-3.16406
0.03500,-3.16406
0.03750,-3.16406
0.04000,-3.16406
0.04250,-3.16406
0.04500,-3.16406
0.04750,-3.18603
0.05000,-3.18603
0.05250,-3.18603
0.05500,-3.18603
0.05750,-3.18603
0.06000,-3.18603
0.06250,-3.18603
0.06500,-3.18603
0.06750,-3.18603
0.07000,-3.18603
0.07250,-3.18603
0.07500,-3.18603
0.07750,-3.18603
0.08000,-3.18603
0.08250,-3.18603
0.08500,-3.18603
0.08750,-3.18603
0.09000,-3.18603
0.09250,-3.18603
0.09500,-3.20800
0.09750,-3.20800
0.10000,-3.20800
0.10250,-3.20800
0.10500,-3.18603
0.10750,-3.18603
0.11000,-3.18603
0.11250,-3.18603
0.11500,-3.18603
0.11750,-3.18603
0.12000,-3.18603
0.12250,-3.18603
0.12500,-3.18603
0.12750,-3.18603
0.13000,-3.18603
0.13250,-3.18603
0.13500,-3.18603
0.13750,-3.18603
0.14000,-3.16406
0.14250,-3.16406
0.14500,-3.16406
0.14750,-3.16406
0.15000,-3.16406
0.15250,-3.16406
0.15500,-3.14209
0.15750,-3.14209
0.16000,-3.14209
0.16250,-3.14209
0.16500,-3.12011
0.16750,-3.12011
0.17000,-3.12011
0.17250,-3.12011
0.17500,-3.09814
0.17750,-3.09814
0.18000,-3.07617
0.18250,-3.07617
0.18500,-3.07617
0.18750,-3.07617
0.19000,-3.07617
0.19250,-3.07617
0.19500,-3.03222
0.19750,-3.03222
0.20000,-3.03222
0.20250,-3.03222
0.20500,-3.01025
0.20750,-3.01025
0.21000,-2.98828
0.21250,-2.98828
0.21500,-2.98828
0.21750,-2.98828
0.22000,-2.94433
0.22250,-2.94433
0.22500,-2.94433
0.22750,-2.94433
0.23000,-2.92236
0.23250,-2.90039
0.23500,-2.90039
0.23750,-2.87841
0.24000,-2.87841
